,10,20,30,40,50,60,70,80
macro_avg_p@3_all,0.001993620414673046,0.001993620414673046,0.001993620414673046,0.001993620414673046,0.001993620414673046,0.001993620414673046,0.001993620414673046,0.001993620414673046
macro_avg_r@3_all,0.00259170653907496,0.00259170653907496,0.00259170653907496,0.00259170653907496,0.00259170653907496,0.00259170653907496,0.00259170653907496,0.00259170653907496
macro_avg_f1@3_all,0.0022536578600651828,0.0022536578600651828,0.0022536578600651828,0.0022536578600651828,0.0022536578600651828,0.0022536578600651828,0.0022536578600651828,0.0022536578600651828
macro_avg_p@5_all,0.0026315789473684206,0.0026315789473684206,0.0026315789473684206,0.0026315789473684206,0.0026315789473684206,0.0026315789473684206,0.0026315789473684206,0.0026315789473684206
macro_avg_r@5_all,0.004984051036682616,0.004984051036682616,0.004984051036682616,0.004984051036682616,0.004984051036682616,0.004984051036682616,0.004984051036682616,0.004984051036682616
macro_avg_f1@5_all,0.0034444750620005508,0.0034444750620005508,0.0034444750620005508,0.0034444750620005508,0.0034444750620005508,0.0034444750620005508,0.0034444750620005508,0.0034444750620005508
macro_avg_p@10_all,0.003468899521531102,0.003468899521531102,0.003468899521531102,0.003468899521531102,0.003468899521531102,0.003468899521531102,0.003468899521531102,0.003468899521531102
macro_avg_r@10_all,0.014852472089314195,0.014852472089314195,0.014852472089314195,0.014852472089314195,0.014852472089314195,0.014852472089314195,0.014852472089314195,0.014852472089314195
macro_avg_f1@10_all,0.005624222292797978,0.005624222292797978,0.005624222292797978,0.005624222292797978,0.005624222292797978,0.005624222292797978,0.005624222292797978,0.005624222292797978
macro_avg_p@20_all,0.002930395695590416,0.002930395695590416,0.002930395695590416,0.002930395695590416,0.002930395695590416,0.002930395695590416,0.002930395695590416,0.002930395695590416
macro_avg_r@20_all,0.025019936204146723,0.025019936204146723,0.025019936204146723,0.025019936204146723,0.025019936204146723,0.025019936204146723,0.025019936204146723,0.025019936204146723
macro_avg_f1@20_all,0.00524632863892882,0.00524632863892882,0.00524632863892882,0.00524632863892882,0.00524632863892882,0.00524632863892882,0.00524632863892882,0.00524632863892882
MAP@3_all,0.002060074428495481,0.002060074428495481,0.002060074428495481,0.002060074428495481,0.002060074428495481,0.002060074428495481,0.002060074428495481,0.002060074428495481
avg_NDCG@3_all,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.004784688995215311
AlphaNDCG@3_all,0.012654852420828993,0.012654852420828993,0.012654852420828993,0.012654852420828993,0.012654852420828993,0.012654852420828993,0.012654852420828993,0.012654852420828993
MAP@5_all,0.0025734316852737906,0.0025734316852737906,0.0025734316852737906,0.0025734316852737906,0.0025734316852737906,0.0025734316852737906,0.0025734316852737906,0.0025734316852737906
avg_NDCG@5_all,0.0076659860587140576,0.0076659860587140576,0.0076659860587140576,0.0076659860587140576,0.0076659860587140576,0.0076659860587140576,0.0076659860587140576,0.0076659860587140576
AlphaNDCG@5_all,0.016563348482351605,0.016563348482351605,0.016563348482351605,0.016563348482351605,0.016563348482351605,0.016563348482351605,0.016563348482351605,0.016563348482351605
MAP@10_all,0.0038360579479000535,0.0038360579479000535,0.0038360579479000535,0.0038360579479000535,0.0038360579479000535,0.0038360579479000535,0.0038360579479000535,0.0038360579479000535
avg_NDCG@10_all,0.014250232844930853,0.014250232844930853,0.014250232844930853,0.014250232844930853,0.014250232844930853,0.014250232844930853,0.014250232844930853,0.014250232844930853
AlphaNDCG@10_all,0.026668730420457018,0.026668730420457018,0.026668730420457018,0.026668730420457018,0.026668730420457018,0.026668730420457018,0.026668730420457018,0.026668730420457018
MAP@20_all,0.004593866021488804,0.004593866021488804,0.004593866021488804,0.004593866021488804,0.004593866021488804,0.004593866021488804,0.004593866021488804,0.004593866021488804
avg_NDCG@20_all,0.019352723878262347,0.019352723878262347,0.019352723878262347,0.019352723878262347,0.019352723878262347,0.019352723878262347,0.019352723878262347,0.019352723878262347
AlphaNDCG@20_all,0.039361694234752935,0.039361694234752935,0.039361694234752935,0.039361694234752935,0.039361694234752935,0.039361694234752935,0.039361694234752935,0.039361694234752935
macro_avg_p@3_present,0.021929824561403508,0.021929824561403508,0.021929824561403508,0.021929824561403508,0.021929824561403508,0.021929824561403508,0.021929824561403508,0.021929824561403508
macro_avg_r@3_present,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664
macro_avg_f1@3_present,0.02020983832129343,0.02020983832129343,0.02020983832129343,0.02020983832129343,0.02020983832129343,0.02020983832129343,0.02020983832129343,0.02020983832129343
macro_avg_p@5_present,0.021830143540669856,0.021830143540669856,0.021830143540669856,0.021830143540669856,0.021830143540669856,0.021830143540669856,0.021830143540669856,0.021830143540669856
macro_avg_r@5_present,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664
macro_avg_f1@5_present,0.020167405334869454,0.020167405334869454,0.020167405334869454,0.020167405334869454,0.020167405334869454,0.020167405334869454,0.020167405334869454,0.020167405334869454
macro_avg_p@10_present,0.021830143540669856,0.021830143540669856,0.021830143540669856,0.021830143540669856,0.021830143540669856,0.021830143540669856,0.021830143540669856,0.021830143540669856
macro_avg_r@10_present,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664,0.01874003189792664
